id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	81	135	139	4	0	58	54	54
8	0	87	231	241	10	0	154	144	144
9	0	91	242	260	18	0	169	151	151
12	0	122	374	382	8	0	260	252	252
1	0	0	1	405	67	6	405	7	1
15	0	159	441	445	4	0	286	282	282
17	0	178	451	462	11	0	284	273	273
21	0	215	502	517	15	0	302	287	287
7	0	86	140	579	106	1	493	55	54
5	0	61	108	743	33	3	682	50	47
46	0	485	894	896	2	0	411	409	409
20	0	212	486	923	33	1	711	275	274
23	0	224	531	991	25	1	767	308	307
26	0	283	584	1009	12	1	726	302	301
36	0	410	751	1160	11	2	750	343	341
39	0	433	780	1233	4	4	800	351	347
40	0	434	782	1239	9	1	805	349	348
14	0	142	422	1269	38	3	1127	283	280
18	0	192	463	1292	25	4	1100	275	271
19	0	201	483	1316	26	2	1115	284	282
48	0	509	928	1331	19	1	822	420	419
30	0	311	620	1407	25	2	1096	311	309
10	0	92	261	1412	74	5	1320	174	169
3	0	10	19	1434	25	7	1424	16	9
38	0	419	771	1516	48	3	1097	355	352
45	0	479	885	1591	15	3	1112	409	406
49	0	525	936	1636	35	3	1111	414	411
50	0	526	941	1648	17	2	1122	417	415
11	0	112	348	1767	84	4	1655	240	236
34	0	367	722	1781	25	5	1414	360	355
13	0	132	406	1821	42	5	1689	279	274
41	0	441	787	1849	66	3	1408	349	346
42	0	442	821	1875	83	4	1433	383	379
43	0	450	864	1884	26	3	1434	417	414
28	0	296	597	2030	49	6	1734	307	301
35	0	408	744	2147	59	5	1739	341	336
33	0	366	718	2320	54	6	1954	358	352
4	0	37	65	2351	76	12	2314	40	28
16	0	176	446	2382	93	13	2206	283	270
47	0	508	924	2410	72	14	1902	430	416
32	0	355	703	2545	87	7	2190	355	348
24	0	228	537	2577	93	10	2349	319	309
29	0	309	599	2600	65	9	2291	299	290
25	0	279	580	2635	86	12	2356	313	301
27	0	295	588	2649	122	13	2354	306	293
2	0	3	14	2722	196	23	2719	34	11
22	0	219	518	2796	122	14	2577	313	299
37	0	411	765	2805	87	11	2394	365	354
31	0	318	640	2817	192	18	2499	340	322
44	0	469	882	2824	91	21	2355	434	413
0	0	0	0	2824	0	0	2824	0	0
